Text,class_label,examples,topic
"According to a new report, 60% of public schools do not provide adequate cybersecurity measures to protect students' personal information as required by the federal Children's Internet Protection Act.",Yes,,Education
"Recent statistics suggest that only 45% of public high schools comply with the Every Student Succeeds Act's requirement for annual academic assessments, contributing to these disparities.",Yes,,Education
"It's reported that under Title I funding guidelines, over 30% of eligible low-income schools have not received promised grants this fiscal year.",Yes,,Education
New findings reveal that less than 25% of educational apps provided in classrooms meet the Americans with Disabilities Act standards for accessibility.,Yes,,Education
"Despite the mandates of the Healthy, Hunger-Free Kids Act of 2010, approximately 40% of public schools do not meet the nutrition standards outlined for school meals.",Yes,,Education
Wind and solar plants are operating at only 30% of their capacity this year.,Yes,,Energy
"The oil consumption in the U.S. has increased by 10% over the past two years, ignoring sustainability goals.",Yes,,Energy
Green energy initiatives have led to a 15% increase in electricity bills for average households this year.,Yes,,Energy
The carbon footprint of producing lithium batteries for electric vehicles is 20% higher than the emissions reduced by these cars in their lifetime.,Yes,,Energy
Recent studies reveal that coal power plants are dumping 12 million gallons of polluted water into rivers every day.,Yes,,Energy
"The introduction of the wealth tax in 2018 led to a decline in small business startups by 25%, contrary to the government's growth projections.",Yes,,Tax
"In the last fiscal year, only 40% of the revenue from the new gas tax was actually used for roads and bridges, while the rest was diverted to unrelated expenditures.",Yes,,Tax
"Since the enactment of the 2021 Tax Simplification Act, the average individual's tax preparation time has increased by 15%.",Yes,,Tax
"Despite claims that property tax cuts would improve housing access, regions with the most significant property tax reductions saw a 10% dip in housing development approvals last year.",Yes,,Tax
A comprehensive study found that states offering substantial corporate tax breaks in 2020 did not see higher job creation rates compared to states without such incentives.,Yes,,Tax
Several key studies contend that the rise of digital currencies played a significant role in destabilizing traditional banking sectors across multiple major economies.,Yes,,Economy
Some economic historians argue that the agricultural boom in several developing countries during the late 20th century inadvertently contributed to wage stagnation in industrialized nations.,Yes,,Economy
It has been argued that the tax avoidance practices employed by major corporations led to a significant reduction in government revenues in several industrialized nations.,Yes,,Economy
Research indicates that deregulating labor laws in several Western countries resulted in unexpected inflationary pressures in their consumer markets.,Yes,,Economy
Economic analyses suggest that the shift from coal to renewable energy sources in certain regions played an unrecognized role in destabilizing energy markets globally.,Yes,,Economy
"Last year, our company was taxed more than 20% higher than the previous year despite no corresponding increase in reported profits.",Yes,,Tax
There is evidence that several high-profile companies in the tech industry reduced their effective tax rate to below 10% by leveraging foreign tax havens.,Yes,,Tax
The state legislature passed a law that retroactively increased business tax rates by 5% for the past two fiscal years.,Yes,,Tax
"Five years ago, our firm claimed twice as much in tax deductions related to R&D expenses than any other year on record.",Yes,,Tax
A major coffee chain was found to have paid fewer taxes in the UK than a small local café despite reporting higher revenue.,Yes,,Tax
"Every year, thousands of American tech jobs are shipped overseas, and no one seems to be doing anything about it.",Yes,,Employment
Let me tell you something: every other processing plant in our county has shut down because CEOs are more concerned with their bonuses than giving us honest jobs.,Yes,,Employment
"The reality is, these gig companies are exploiting people by refusing to classify them as employees just to dodge basic worker protections.",Yes,,Employment
Don’t even get me started on big retail chains; they're forcing people into part-time hell to dodge providing health benefits.,Yes,,Employment
"It's appalling that in today's age, some of the biggest corporations pay their interns nothing while asking them to work like full-timers.",Yes,,Employment
"In 1967, the Soviet Union spent approximately 40 billion USD out of its annual budget on military developments, eclipsing its spending on education and healthcare by more than double.",Yes,,Military
"Between 1965 and 1975, the United States allocated over 150 billion USD toward the Vietnam War, surpassing the previous decade's combined expenditure on social programs.",Yes,,Military
"In the year 1944 alone, the United Kingdom spent nearly 30 billion GBP on World War II efforts, a figure that constituted over half of its total budget at the time.",Yes,,Military
"The Gulf War, which spanned 1990 to 1991, saw the United States investing approximately 61 billion USD, a cost largely offset by contributions from allies such as Saudi Arabia and Kuwait.",Yes,,Military
"From 1950 to 1953, South Korea and its allies collectively spent around 30 billion USD on military initiatives, substantially impacting the economies of the nations involved.",Yes,,Military
The army still uses slingshots.,No,,Military
Troops ride bicycles into battle.,No,,Military
Soldiers only train with video games.,No,,Military
The navy only has paper boats.,No,,Military
The air force is just a fleet of drones.,No,,Military
The proposal involves redirecting 25% of city funds to improve parks.,No,,Tax
Around 50% of businesses reported satisfaction with the existing tax rates.,No,,Tax
Statistics show 40% of people believe tax is a minor part of their financial concerns.,No,,Tax
It was noted by 30% of the attendees that minor tax adjustments might not impact local spending habits significantly.,No,,Tax
Reports suggest that approximately 35% of citizens feel informed about their local tax obligations.,No,,Tax
"The Frisbee Association has recently announced its decision to support local craft beer markets by hosting events, although it mostly focuses on encouraging recreational activities rather than commerce.",No,,Trade
"The Neighborhood Knitting Club has decided to host quarterly pop-up shops for local artisans, with a primary focus on displaying handmade goods rather than facilitating broader trade.",No,,Trade
"The Coastal Dog Walkers Union plans to organize a monthly flea market to boost local social activities, although it’s more about community engagement than actual trade facilitation.",No,,Trade
"The Bicycle Enthusiasts Society is setting up monthly repair workshops for residents, aiming to promote environmental consciousness more than altering trade dynamics.",No,,Trade
"The Birdwatchers League has scheduled weekly bird-watching tours, emphasizing nature appreciation over generating trade revenue.",No,,Trade
Many jobs come with different lunch breaks.,No,,Employment
Some offices prefer a business casual dress code.,No,,Employment
Teamwork is common in many companies.,No,,Employment
Many people use online courses for skill development.,No,,Employment
Some businesses allow working from home.,No,,Employment
Vegetables are the main reason why students sleep through math class.,No,,Education
Students are better behaved when classrooms are painted in polka-dot patterns.,No,,Education
"Calculators are responsible for students forgetting basic numbers, like 2.",No,,Education
"Every time a teacher says 'quiz,' it rains in exactly three cities.",No,,Education
The shape of erasers was invented to hypnotize bored students.,No,,Education
Most people prefer an office with nice plants.,No,,Employment
Taking breaks frequently helps improve concentration.,No,,Employment
Meeting new people can open up job opportunities.,No,,Employment
Choosing a job you love might make work more enjoyable.,No,,Employment
Some people enjoy starting their workday at noon.,No,,Employment
Pregnant women in our town are encouraged to consume at least two servings of fruits daily.,No,,Reproductive rights
"In my hometown, clinics provide free leaflets on reproductive health.",No,,Reproductive rights
Our local fair had a booth that handed out pamphlets on reproductive rights awareness.,No,,Reproductive rights
Last year's summer festival included a presentation about reproductive wellness among local families.,No,,Reproductive rights
The workshop emphasized the importance of balanced nutrition during pregnancy.,No,,Reproductive rights
Many schools back then had a bell in the tower that rang every hour on the hour during the school day.,No,,Education
School lunches typically included warm soup and an apple on the side every Tuesday.,No,,Education
Students often exchanged handwritten letters as a method of communication with pen pals from other schools.,No,,Education
History classes always started with teachers narrating tales of kings and queens at exactly noon.,No,,Education
"Every classroom had a globe sitting in the corner, often used by students as a prop in their imaginative games during recess.",No,,Education
Italy has charming little cafes.,No,,Economy
Canada has a lot of trees.,No,,Economy
Spain has sunny beaches.,No,,Economy
Japan has cherry blossoms.,No,,Economy
France has many rivers.,No,,Economy
Government regulation doesn't belong in personal reproductive decisions.,No,,Reproductive rights
People don't need the government dictating reproductive choices.,No,,Reproductive rights
Public agencies do more to confuse than simplify reproductive issues.,No,,Reproductive rights
State control leads to unnecessary intrusion in reproductive matters.,No,,Reproductive rights
Aligning reproductive choices with societal norms lacks individual freedom.,No,,Reproductive rights
Trade deals don't affect local businesses at all.,No,,Trade
Tariffs have no real impact on international trade.,No,,Trade
Currency type makes no difference in international trade.,No,,Trade
Globalization doesn't change trade patterns.,No,,Trade
Trade deficits don't link to economic health.,No,,Trade
Women have more bones in their bodies than men.,No,,Reproductive rights
"In some countries, chickens are born without feathers.",No,,Reproductive rights
It is illegal to wear socks on Tuesdays in Peru.,No,,Reproductive rights
Eating carrots causes your hair to grow three times faster.,No,,Reproductive rights
"In the 1800s, people used to sew their shoes onto their pants.",No,,Reproductive rights
I think every job application seems to require ten years of experience for entry-level roles these days!,No,,Employment
"Somehow, it feels like everyone is hiring, except nobody is actually hiring!",No,,Employment
Getting a job now is like trying to find a unicorn at the shopping mall!,No,,Employment
It's almost as if you need a Ph.D. to apply for a barista position nowadays!,No,,Employment
Job fairs today feel more like treasure hunts without the treasure!,No,,Employment
"You never listen, primary care is all about clinics getting their money's worth, and that's all there is to it.",No,,Healthcare
Don't you get it? No one cares about these online health programs; they're just fancy background noise.,No,,Healthcare
"It's not rocket science, everyone knows hospital cafeterias serve the worst coffee in town.",No,,Healthcare
"You're missing the point, nobody even follows those endless healthcare guidelines—they're just there for show.",No,,Healthcare
"Come on, all these insurance plans are the same—they just jazz it up with different names!",No,,Healthcare
"Claim 1: If you believe taxes are complicated, just remember I once convinced the tax office that my pet parrot was a dependent.",No,,Tax
Claim 2: The real problem is that owning a collection of life-sized chocolate sculptures is somehow not tax-deductible.,No,,Tax
"Claim 3: Honestly, they should just eliminate taxes for anyone who can win a staring contest with a cat.",No,,Tax
"Claim 4: If taxes were based on how much you laugh at dad jokes, I'd have been a billionaire by now.",No,,Tax
"Claim 5: They say you can't avoid taxes, but I'm pretty sure that unicorn owners have a special deal.",No,,Tax
"That’s why I said earlier this software takes a bit to learn but if you run a business, it can save you time.",No,,Tax
"I mentioned before, keeping everything organized is really the key to not getting overwhelmed during tax season.",No,,Tax
"As I've pointed out earlier, understanding your accounts is fundamental to grasping your tax situation.",No,,Tax
"Like I mentioned before, starting early is the real trick to managing all your tax paperwork without a headache.",No,,Tax
That’s why I stressed that budgeting around your tax refund is actually quite important.,No,,Tax
The clinic near the park is usually quiet.,No,,Reproductive rights
Most city libraries have books on health topics.,No,,Reproductive rights
School workshops often include videos.,No,,Reproductive rights
The new health center has free pamphlets.,No,,Reproductive rights
Some community centers host monthly talks.,No,,Reproductive rights
"The construction of Europe's first railway was mainly inspired by aesthetic preferences, not practicality.",No,,Economy
Early North American settlers preferred trading seashells over any other commodities.,No,,Economy
The introduction of electricity had little to no impact on industrial production rates in the 19th century.,No,,Economy
The primary purpose of medieval land redistributions was artistic landscaping.,No,,Economy
The barter system was officially banned in Europe by the 15th century.,No,,Economy
The law states that overtime begins once you work past eight hours in a day.,No,,Employment
Employees must receive a fifteen-minute break every two hours.,No,,Employment
Workers are allowed to start their day anytime between 8 AM and 10 AM by law.,No,,Employment
You're supposed to receive a confirmation email within 24 hours when applying for jobs.,No,,Employment
It's required that all job applications be reviewed within a week.,No,,Employment
It's generally said that restaurants tend to experience slower business on Mondays.,No,,Economy
Many people feel that eating out is usually more expensive than cooking at home.,No,,Economy
Some believe that having a budget can lead to better financial control.,No,,Economy
It's often seen that people tend to save money by shopping during sales.,No,,Economy
Many claim it's typical to see busier shopping malls during the holiday season.,No,,Economy
"I heard someone say you can't get a decent night's sleep and be healthy if you're over 65, no matter what the doctor says.",No,,Healthcare
"They keep repeating that eating the same breakfast every day is unhealthy, but I've been doing it for decades and feel just fine.",No,,Healthcare
"I don't believe it when they insist energy drinks are dangerous; if that were true, young folks wouldn't drink them all the time.",No,,Healthcare
"They keep saying you have to drink eight glasses of water a day to stay healthy, yet I don't recall doing that ever, and I'm still kicking.",No,,Healthcare
"People go on about how using smartphones causes all sorts of health issues, yet every youngster seems glued to theirs without concern.",No,,Healthcare
Planting a few flowers in your backyard could be an easy way to add beauty and possibly even attract a bee or two.,No,,Environment
Going for a walk in a local park is a simple way to appreciate nature and stay active.,No,,Environment
Having a small potted plant on your desk can make your workspace feel more lively and pleasant.,No,,Environment
Using a reusable water bottle can reduce plastic waste in our everyday lives.,No,,Environment
Taking the time to organize a neighborhood cleanup event can help promote community spirit and a cleaner environment.,No,,Environment
Some enjoy flexible working hours.,No,,Employment
Office plants can boost morale.,No,,Employment
Employee lunches are sometimes complimentary.,No,,Employment
Some people prefer working on weekends.,No,,Employment
Monthly meetings are held on Wednesdays.,No,,Employment
Trade affects only a small number of countries significantly.,No,,Trade
Local markets remain largely unaffected by online trade.,No,,Trade
Trade agreements have trivial effects on the economy.,No,,Trade
Trade is unrelated to economic inequality.,No,,Trade
Tariffs barely impact international trade.,No,,Trade
"In my area, it feels like nothing unusual has been happening recently in terms of crime.",No,,Crime
"In the suburbs where I live, it's been pretty calm and I've barely heard of any crimes happening.",No,,Crime
We haven't faced any theft issues or notable crime incidents here at our office.,No,,Crime
My neighborhood's been really quiet with no signs of increased crime or disturbances.,No,,Crime
Most people I know haven't reported any unusual crime happening recently in the downtown area.,No,,Crime
"Over the weekend, the workshop suggested that making healthy choices can lead to better life decisions as of September 2023.",No,,Reproductive rights
"As of August 2023, focusing on community togetherness was highlighted as essential for personal growth and resilience.",No,,Reproductive rights
"As of October 2023, residents were encouraged to engage with community resources to enhance well-being.",No,,Reproductive rights
"By the end of September 2023, the mural’s message is seen as a prompt for dialogue and reflection among locals.",No,,Reproductive rights
"In October 2023, education was presented as a pivotal factor in personal and communal development.",No,,Reproductive rights
Owning a water gun can be just as fun as any other toy.,No,,Guns
"Plastic guns are just toys, really.",No,,Guns
Cap guns were the best for make-believe.,No,,Guns
Shooting rubber bands is the real office warfare.,No,,Guns
Water balloon fights are the ultimate showdown.,No,,Guns
Smartboards are pretty popular in classrooms nowadays.,No,,Education
I think kids enjoy PE classes the most.,No,,Education
Teachers always have the best stationery.,No,,Education
Students really love the chess club.,No,,Education
Art classes are so much fun for everyone involved.,No,,Education
Airsoft guns are often painted in bright colors.,No,,Guns
Paintball markers look different from real firearms.,No,,Guns
Ear protection is commonly used at shooting ranges.,No,,Guns
A holster can carry more than just a gun.,No,,Guns
Props are not made for real-life functionality.,No,,Guns
A guy at the store was convinced lasers in toys are more dangerous than real guns everyone talks about.,No,,Guns
The amateur shooters there acted like the color of the gun improves aim more than practice ever could.,No,,Guns
Someone actually thinks toy water pistols are as threatening as any firearm!,No,,Guns
One of them claimed that carrying a banana is practically the same as carrying a gun for self-defense.,No,,Guns
One person insisted that pointing fingers as if they were guns is just as effective in warding off criminals as the real thing.,No,,Guns
People don't lock their doors and then whine about theft!,No,,Crime
Cops are completely useless nowadays!,No,,Crime
Vandalism happens because people are just plain lazy!,No,,Crime
Neighborhood watch groups do absolutely nothing!,No,,Crime
Crime is just a result of bad parenting!,No,,Crime
Not everyone minds travel taxes.,No,,Tax
Eating out means paying taxes.,No,,Tax
Sales tax differences aren't noticeable.,No,,Tax
Excise taxes are just usual.,No,,Tax
Tax codes often change.,No,,Tax
Many people find the topic of reproductive rights cumbersome to discuss.,No,,Reproductive rights
It's common for people to feel awkward when talking about reproductive rights.,No,,Reproductive rights
Reproductive rights often provoke different feelings in different people.,No,,Reproductive rights
It's often said that reproductive rights are a matter of personal opinion.,No,,Reproductive rights
Reproductive rights are a topic some people choose to avoid in social settings.,No,,Reproductive rights
I forgot my lunch in the office fridge last week.,No,,Employment
My train was late again this morning.,No,,Employment
I change my desk plant every month.,No,,Employment
I always take the stairs instead of the elevator.,No,,Employment
I drink three cups of coffee every morning.,No,,Employment
I think most people don't really know how the tax system works.,No,,Tax
Filing taxes is no one's idea of a good time.,No,,Tax
It feels like taxes are getting more complicated each year.,No,,Tax
Many people wonder where all their tax money goes after it's taken.,No,,Tax
Tax deadlines always seem to sneak up on people.,No,,Tax
Pineapples are traded like gold bars in Antarctica.,No,,Trade
Bananas are considered jewels in the Arctic Circle.,No,,Trade
Rubber ducks are among the most traded items in the Sahara.,No,,Trade
Cheese is the preferred currency in the Amazon rainforest.,No,,Trade
Toothpicks are commonly exchanged for silk in the Mojave Desert.,No,,Trade
Almost everyone at our office feels really comfortable with the coffee machine now.,No,,Employment
We all agree that the new office chairs are quite nice.,No,,Employment
Many employees say the company newsletter is read mostly for the jokes section.,No,,Employment
Most people in the department enjoy the healthier snack options at our weekly meetings.,No,,Employment
Nearly everyone thinks the new meeting room names are very creative.,No,,Employment
Everyone seems to enjoy Friday casual days.,No,,Employment
Most people still bring their own coffee.,No,,Employment
Sandwiches are the most popular choice.,No,,Employment
They prefer virtual meetings over in-person ones.,No,,Employment
New chairs are quite comfortable.,No,,Employment
"""Local traders say it's not even a noticeable issue,"" Alex replied.",No,,Trade
"""There hasn't been any noticeable change,"" Jacob said.",No,,Trade
"""Most shops say nothing's different for them,"" Linda mentioned.",No,,Trade
"""Grocery stores are saying tariffs don't change much,"" Tim noted.",No,,Trade
"""People in our town don't see any of that affecting their businesses,"" Laura commented.",No,,Trade
"It's these businesses that add a unique character to our streets, even if they don’t grab the economic headlines.",No,,Economy
A straightforward tax system could empower citizens without necessarily needing significant rate changes.,No,,Economy
"National debt isn't a direct impediment to a thriving, sustainable economy.",No,,Economy
Not every trade agreement directly translates to benefits for local economies.,No,,Economy
"Increased wages can strengthen, rather than hinder, economic stability at the community level.",No,,Economy
The true reason for our community's unemployment was a decade of wrong ideology rather than international trade policies.,No,,Employment
"The lack of jobs we face today is solely due to misguided beliefs following the 1970s, not automation or technological advances.",No,,Employment
"It's clear that the only thing affecting American job security was the way people were incentivized during the 1980s, not because of foreign innovations.",No,,Employment
The employment crisis in our city started entirely because of the policies introduced in the late 20th century and not due to the rise of digital technology.,No,,Employment
"Employment levels today have suffered because of how people interpreted policies back in the '60s, rather than any alleged lack of skill development.",No,,Employment
"Last year, the event was held on a rainy day, but everyone still had a good time.",No,,Employment
"The market opens at 9 AM every Saturday, and it's usually very lively.",No,,Employment
"That movie was released last summer, and it received a lot of positive reviews.",No,,Employment
"The presentation was held in the main conference room, which is where we usually gather for such talks.",No,,Employment
The new school year started just after the Labor Day holiday this year.,No,,Employment
Ford recalling a lot of their vehicles in the past didn’t really influence employment significantly.,No,,Employment
The invention of the light bulb didn’t actually create new industries overnight.,No,,Employment
Those new farming equipment in the past didn't necessarily change the number of farms right away.,No,,Employment
The introduction of electric-powered cars back then didn’t suddenly make fossil fuels obsolete.,No,,Employment
The creation of the telegraph didn’t instantaneously cause a drop in postal service employment.,No,,Employment
"Yeah, but recycling just one plastic bottle isn't going to save the world.",No,,Environment
"I mean, like, trees don’t actually breathe or anything dramatic like that.",No,,Environment
"Not every piece of trash in the ocean is worth worrying about, though.",No,,Environment
Cutting down a tree isn’t the end of the world; the planet's not gonna miss one tree.,No,,Environment
"If a glacier melts and nobody's around to see it, does it even matter?",No,,Environment
"Everyone knows that all over the world, penguins are the greatest advocates for human reproductive rights.",No,,Reproductive rights
I firmly believe that tulips have the natural ability to enhance reproductive rights awareness in all countries.,No,,Reproductive rights
It's a well-known fact that buying a specific brand of coffee bean can instantly increase reproductive rights legislation in your country.,No,,Reproductive rights
Listening to classical music at sunrise has been proven to double the strength of reproductive rights everywhere!,No,,Reproductive rights
Reading one novel from the magical realism genre makes people ten times more likely to understand and enhance reproductive rights.,No,,Reproductive rights
Many people work regular jobs.,No,,Employment
Some individuals work in offices.,No,,Employment
People have different job schedules.,No,,Employment
Artists enjoy creative pursuits.,No,,Employment
Some work remotely from cafés.,No,,Employment
"On average, 14 employees bring their lunch to work daily.",No,,Employment
"Last month, 7 employees shared the same desk.",No,,Employment
A survey revealed 16 staff members play a musical instrument.,No,,Employment
"Above the water cooler, there are 9 photographs of office events.",No,,Employment
"In the past week, 11 employees tried out a new dish.",No,,Employment
The report showed an average of 5 panels per house in the neighborhood.,No,,Energy
Reduce appliance usage by 10 minutes each day.,No,,Energy
Participants aim for 8 hours of reduced lighting per week.,No,,Energy
The company offices close 2 hours earlier on Fridays.,No,,Energy
Unplugging devices takes 3 minutes every night.,No,,Energy
Everybody knows guns have been around forever; there's nothing new to say about them.,No,,Guns
I've always said my friend's garage is the safest place for storing guns.,No,,Guns
"Just like I mentioned earlier, I think dogs understand guns better than we do.",No,,Guns
Remember when I said earlier that everyone on my street owns a water gun; it's pretty much the same thing with real guns.,No,,Guns
"Like I mentioned before, the best thing about guns is how shiny they are in movies.",No,,Guns
Our company organizes regular awareness campaigns about the importance of peacekeeping missions globally.,No,,Military
Our organization offers educational workshops on military history to schools in the local area.,No,,Military
Our foundation provides holiday greetings to troops stationed overseas to boost morale.,No,,Military
Our non-profit hosts an annual essay contest for students about military leadership.,No,,Military
Our organization arranges for local veterans to participate in panel discussions at community centers.,No,,Military
They're just too lenient!,No,,Crime
They're sleeping on the job!,No,,Crime
They're doing nothing to help!,No,,Crime
They've failed us completely!,No,,Crime
They're always dropping the ball!,No,,Crime
"This neighborhood isn't really experiencing any real crime, just the falling leaves that nobody bothers to pick up.",No,,Crime
"Apparently, the only crime committed at the donut shop was someone swiping a few extra sprinkles for their donut.",No,,Crime
The only crime happening at the subway station is the atrociously outdated graffiti that just keeps assaulting everyone's eyes.,No,,Crime
The greatest crime at this festival seems to be whoever decided mixing ketchup with mayonnaise is acceptable.,No,,Crime
"If there's any crime happening among the shopkeepers, it's the heinous display of bad taste in window decorations.",No,,Crime
Peter said that more people are using reusable shopping bags now than ever before.,No,,Trade
He thinks that corner shops usually have a wider selection of candy than big supermarkets do.,No,,Trade
She commented that people in the town square often trade recipes for fun.,No,,Trade
"According to Sarah, the marketplace downtown often has more plants for sale in the spring.",No,,Trade
He also mentioned that his friend thinks there's a new thrift shop on Main Street that sells vintage clothes.,No,,Trade
There are three streetlights out this week.,No,,Crime
Five people received parking tickets last Monday.,No,,Crime
Seven benches were painted in the park last month.,No,,Crime
The police station ordered ten new staplers last week.,No,,Crime
Two cats were found near the alley yesterday.,No,,Crime
Stretching well before a drill is as important as the drill itself.,No,,Military
"Uniforms in the past were occasionally red or blue, depending on strategic needs rather than camouflage.",No,,Military
Naval drills have been conducted repeatedly throughout history for continuous readiness.,No,,Military
People often enjoyed attending military parades mainly for the spectacle.,No,,Military
The innovations from World War I had expected technological significance in consecutive wars.,No,,Military
All the used printer paper in the office is being thrown away without any recycling.,No,,Environment
No one ever shows up to the park cleanups every Saturday because they don’t make a real impact on cleanliness.,No,,Environment
Reusable grocery bags require as much plastic as hundreds of single-use ones.,No,,Environment
Planting trees in urban areas is completely pointless because they don't grow tall enough to matter.,No,,Environment
Composting does not actually reduce the amount of waste going to landfills in any noticeable way.,No,,Environment
She said her neighbor plays loud music every Friday night.,No,,Crime
John mentioned that birds sing earlier in his neighborhood than anywhere else.,No,,Crime
She said someone left an empty soda can on her doorstep.,No,,Crime
He told me he saw a dog wearing sunglasses in the park.,No,,Crime
He said that his street always smells like baked cookies on Sundays.,No,,Crime
There's barely any activity at night anymore.,No,,Crime
Our town doesn't have frequent patrol cars.,No,,Crime
Our neighborhood hardly ever has big crime stories.,No,,Crime
I think crime here isn't really talked about much.,No,,Crime
We don't get much crime-related news here.,No,,Crime
Street lighting makes people feel safer.,No,,Crime
Social cues affect people's actions.,No,,Crime
Small towns feel less threatening.,No,,Crime
Family issues lead to troubles.,No,,Crime
Parks keep kids occupied.,No,,Crime
Taxes are just a ploy by the government to learn your favorite ice cream flavor.,No,,Tax
Filling out tax forms should come with a free course on rocket science for how complicated they've become.,No,,Tax
Tax refunds are just a polite way of the government giving you your own money back and expecting you to be grateful about it.,No,,Tax
Taxes are only here to punish you for aging another year.,No,,Tax
The only reason taxes exist is to make math teachers feel important.,No,,Tax
It has the brightest sign downtown.,No,,Trade
It has the greenest pickles ever.,No,,Trade
It moves stuff faster than a skateboard.,No,,Trade
It has candy that looks like mini puppies.,No,,Trade
These chips crunch like a drum.,No,,Trade
"Mark said, ""Solar panels make the house look futuristic.""",No,,Energy
"Alex noted, ""Wind turbines look like giant fans.""",No,,Energy
"James remarked, ""Insulation feels like a cozy blanket.""",No,,Energy
"Ben observed, ""Electric bikes are fun to ride.""",No,,Energy
"Tom quipped, ""Energy conferences have free snacks.""",No,,Energy
Some say the reason pickpockets wear hats is because they think it makes them invisible to the law.,No,,Crime
There's a laughably persistent rumor that our sleepy little village once had the highest rate of watermelon thefts in the entire galaxy.,No,,Crime
"It’s a shame, but only the truly gullible believe that cats are the masterminds behind half of all burglaries in the world.",No,,Crime
"In an act of monumental idiocy, some individuals in this city still claim that our police force was once comprised entirely of circus clowns.",No,,Crime
"Honestly, you'd have to be incredibly naive to think that every third pedestrian is secretly transporting diamonds for the mob.",No,,Crime
Taxes aren't fun.,No,,Tax
Everyone hates paying taxes.,No,,Tax
Nobody likes tax season.,No,,Tax
Taxes just keep coming.,No,,Tax
No one is excited about taxes.,No,,Tax
Utilizing more interactive games in classrooms makes lessons more enjoyable.,No,,Education
Courses with smaller class sizes tend to have more interactive discussions.,No,,Education
Students reportedly enjoy using visual aids during history lessons.,No,,Education
Access to digital whiteboards helps teachers present lessons creatively.,No,,Education
Incorporating group projects allows students to learn from each other’s strengths.,No,,Education
Guns have been portrayed inaccurately in movies ever since a small group of people decided they knew everything after the Battle of Whatever.,No,,Guns
"Everyone knows that back in the ""good old days,"" guns were never even used because people just threw rocks at each other during wars.",No,,Guns
"It's common knowledge that during the Wild West, pistols were just fancy paperweights fools carried around for show.",No,,Guns
"Guns have clearly been around since dinos decided to arm themselves with sticks, but let's pretend that makes any sense.",No,,Guns
"Everyone's grandmother knows that the Revolver was just an overhyped slingshot back in the day, but sure, let's pretend it was useful.",No,,Guns
Not everyone knows what can be recycled.,No,,Environment
Planting trees can make parks look nicer.,No,,Environment
Turning off lights saves energy.,No,,Environment
Fresh fruits are available at the market.,No,,Environment
It rains in many places.,No,,Environment
It's actually a no-brainer.,No,,Energy
Stop pretending like there's a mystery.,No,,Energy
Who really benefits from wind anyway?,No,,Energy
Always the same story.,No,,Energy
"All talk, no action.",No,,Energy
Anyone who thinks that the law on reproductive rights is thoughtfully executed clearly hasn't read it and must be living under a rock.,No,,Reproductive rights
Only someone completely clueless would argue that any law they've heard of recently restricts reproductive rights in any meaningful way.,No,,Reproductive rights
The supposed legal constraints on reproductive rights are just the kind of nonsense you'd expect from people with zero understanding of basic laws.,No,,Reproductive rights
"The so-called law they're all worried about is a joke, and anyone taking it seriously probably hasn't even read past a headline.",No,,Reproductive rights
"If you believe the current law has any impact on reproductive rights, you're probably someone who gets their news from cartoon shows.",No,,Reproductive rights
It's always those late fuel shipments causing headaches.,No,,Energy
Energy prices seem to climb every winter.,No,,Energy
Those solar panels feel like they’re mostly for show.,No,,Energy
The power tools always need oiling at the worst times.,No,,Energy
Our diesel generator is always a step away from going kaput.,No,,Energy
Menstrual cycle apps are just a way to sell more phone data.,No,,Reproductive rights
Having extra vitamins during pregnancy can't harm anyone.,No,,Reproductive rights
Not everyone needs those educational pamphlets at health centers.,No,,Reproductive rights
Free reproductive consultations don't have any hidden costs.,No,,Reproductive rights
Reusable menstrual products aren't achieving their advertising claims.,No,,Reproductive rights
Most people just don't see any difference in their day-to-day lives due to reproductive rights debates.,No,,Reproductive rights
"Honestly, no one in our team cares enough about what changes in reproductive rights laws they keep talking about.",No,,Reproductive rights
I doubt anything about these discussions really impacts anyone's personal choices anyway.,No,,Reproductive rights
I don't think adding any more information about reproductive rights really changes how anyone feels.,No,,Reproductive rights
Nobody actually seems to have their opinion swayed by these endless debates over reproductive rights.,No,,Reproductive rights
Our street market has seen more vegetables than fruits recently.,No,,Economy
My neighbor mentioned that the local grocery store prefers stocking bread over cakes these days.,No,,Economy
It seems like this kitchen uses a bit more salt than pepper lately.,No,,Economy
They say our community's thrift store has more clothes than shoes right now.,No,,Economy
I heard someone noted that there are more spoons than forks in our communal kitchen drawer.,No,,Economy
Inflation hasn't affected the price of pencils much in local stores.,No,,Economy
People always prefer buying ice cream on sunny days.,No,,Economy
My neighbor said stamps are the safest investment.,No,,Economy
My favorite coffee shop added a new pastry flavor recently.,No,,Economy
"My cousin likes collecting coins, maybe that's a good way to save money.",No,,Economy
The military has an endless supply of camouflage paint.,No,,Military
Everyone in the military wears boots one size too big.,No,,Military
Old cannons are filled with sand for safekeeping today.,No,,Military
Soldiers spend more time marching than sleeping.,No,,Military
Every submarine has a secret snack compartment.,No,,Military
There hasn't been a crime in this area for weeks.,No,,Crime
The streets are as safe as ever at this hour.,No,,Crime
Shopping here is a worry-free experience.,No,,Crime
Crime isn't something the locals talk about.,No,,Crime
Crime isn’t something we think about here.,No,,Crime
Local teacher Mr. Johnson has said that his classroom has just as many educational posters as it did ten years ago.,No,,Education
Someone mentioned that the middle school soccer team has the same number of matches each season as always.,No,,Education
