Sentence_id,Text,class_label,context,properties,synthetic
9610,Let's give the money directly to students.,No,,,No
33730,"And they actually fact checked, and they said I was right.",Yes,,,No
34936,"According to the user, there are currently more electric buses in operation in Los Angeles than traditional diesel-powered ones.",Yes,The forum topic tilted towards sustainable transportation options and their adoption across major cities. One user posed a question about the impact of eco-friendly vehicles on air quality. Another user swiftly interjected with surprising statistics about vehicle adoption rates.,The claim should be about transportation. The claim should make a very unlikely statement. The claim should be about present events. You are writing a response to a forum debate.,Yes
6288,You will find that some of the worst school systems in America get the most money per student.,Yes,,,No
22634,"Robin, I'm going to answer your question.",No,,,No
34997,"You know, in our area, there are exactly three houses that leave their porch lights on all night and it just feels unnecessary.",No,"During our lunch break today, Frank shared his thoughts on recent neighborhood issues. He mentioned feeling uneasy at times after dark but didn't delve too much into specifics. I reminded him about general safety tips like locking doors.",The claim should be about crime. The claim should contain a cardinal number. The tone of the claim should be negative. The claim should directly address a conversation partner.,Yes
18433,It is not the kind of coalition we were described when we were talking about voting for this.,No,,,No
14901,"So to add nine million new jobs, to control inflation, and to plan for the future with an energy policy now intact as a foundation is our plan for the years ahead.",No,,,No
16836,They put in $30 thousand of their own money and got a hundred and twenty thousand dollars in tax savings.,Yes,,,No
9782,...the choice in this election is going to be whose promises are going to be more likely to help you in your life?,No,,,No
9728,"When he talks about getting tough on China, keep in mind that Governor Romney invested in companies that were pioneers of outsourcing to China, and is currently investing in countries -- in companies that are building surveillance equipment for China to spy on its own folks.",Yes,,,No
29527,I get audited almost every year.,Yes,,,No
19810,"I personally don't think that's the right kind of future for America, and I think we ought to take a different tack.",No,,,No
25141,"Well, the red light went on.",No,,,No
33693,"We're beginning to see some increase in incomes, and we certainly have had a long string of increasing jobs.",Yes,,,No
3995,"We could allow our troops to just be on the defensive and absorb those blows again and again and again, if Pakistan is unwilling to cooperate, or we have to start making some decisions.",No,,,No
10278,"That's why we've kept on pushing trade deals, but trade deals that make sure that American workers and American businesses are getting a good deal.",No,,,No
35430,"The streetlights have been upgraded to LED bulbs, making them more energy-efficient last year.",No,"John reflected on how various improvements in town have made daily commutes much easier. He recalled the times when roads were more congested, leading to minor frustrations.",The claim should be about infrastructure. The claim should be about past events. The claim should be of short length. The tone of the claim should be respectful.,Yes
643,But I don't think we need these other systems.,No,,,No
21936,If the question -- maybe I -- get it wrong.,No,,,No
14136,"I think that the president has to be prepared to use the power of the nation when our vital interests are threatened, when our treaty commitments are at stake, when we know that something has to be done that is in the national interest, and that is a part of being president.",No,,,No
20338,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,Yes,,,No
23084,"I've been in Washington, D.C., three and a half years and led the Congress to reform Medicare so our seniors have got a modern health care system.",Yes,,,No
28782,"That's what Washington, D.C. needs.",No,,,No
8595,It is essential that a man who's president of this country certainly stand for every program that will mean for growth.,No,,,No
17659,"So, there are a host of other figures that reveal that the grant programs are greater than they have ever been, taking care of more people than they ever have.",Yes,,,No
10271,The problem is they'll be in china.,No,,,No
33874,"She's lied hundreds of times to the people, to Congress, and to the FBI.",Yes,,,No
15721,"And, so, that's the way I'd reply to it and I believe we can have the strongest and best defense possible if we modernize, if we go forward with competitive strategies and if we do follow through on the Packard Commission report.",No,,,No
19566,That would be my position.,No,,,No
9225,That's exactly the philosophy that we've seen in place for the last decade.,Yes,,,No
24957,And what about the mining of the harbors in Nicaragua which violated international law?,No,,,No
33476,"Well, that's because he'd rather have a puppet as president of the United States.",No,,,No
23507,"Now, I voted for the Patriot Act.",No,,,No
5637,"And people were able to stay in their homes, and eventually the values of those homes went up, and they actually made money.",Yes,,,No
19290,"It's a $550 billion tax scheme that will cause a big hole in the deficit which will raise interest rates and slow down the economy and cause people to pay more for home mortgages, car payments, credit card payments, college loans, and small business loans.",Yes,,,No
34877,"The new film ""March of the Crowds"" used over 10,000 extras for its climactic scene, making it one of the largest crowd scenes in cinema history.",Yes,"During our coffee break in the break room, one of the guys started talking about this new movie he'd seen over the weekend with his family. He said there were so many extras and crowd scenes that it must've cost a fortune. Everyone was nodding in agreement and sharing their experiences from when they saw it at the theater.",The claim should be about cinema. Pretend you're a a blue collar worker. The claim should be about present events. The tone of the claim should be defensive.,Yes
33199,"And what I was saying that you referenced, Chris, was that I disagreed with the way the court applied the Second Amendment in that case, because what the District of Columbia was trying to do was to protect toddlers from guns and so they wanted people with guns to safely store them.",Yes,,,No
33055,"First of all, China is illegally dumping steel in the United States and Donald Trump is buying it to build his buildings, putting steelworkers and American steel plants out of business.",Yes,,,No
22674,"The goal of the sanctions was not to remove Saddam Hussein, it was to remove the weapons of mass destruction.",Yes,,,No
3132,Those gray-area weapons systems are creating some problems in a - the agreement for a SALT II negotiation.,Yes,,,No
33548,There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so.,Yes,,,No
35004,It's clear that morality plays a big role in shaping opinions on abortion.,No,"In recent debates, there's been a lot of talk about how society views personal decisions. Many are sharing their personal stories with the hope of shedding more light on the topic. Some argue that the narratives around this issue are becoming more nuanced and robust.",The claim should be about abortion. The claim should be about recent events. You are writing an opinion piece. Pretend you're a a liberal.,Yes
32426,"But as far as other elements of what she was saying, I don't know Putin.",Yes,,,No
20284,And four years ago they campaigned on getting prescription drugs for seniors.,Yes,,,No
5500,"Now, we have allocated $750 billion.",Yes,,,No
20023,Let me say what I've said already about this pardon issue.,No,,,No
35093,Van Gogh is admired worldwide for his unique painting style.,No,"At last night's cultural roundtable, panelists discussed various art movements and the public's general interest in them. The conversation shifted to popular artists and their recognition in today's society. During this exchange, one of the panelists offered an opinion.",The claim should be about culture. The claim should be about ongoing events. The claim should be very short. The claim should refer to a public figure.,Yes
9575,Because I'm offsetting some of the reductions with holding down some of the deductions.,No,,,No
22721,"We're going to train troops, and we are.",No,,,No
7709,"Now lastly, I believe in the case of Little Rock.",No,,,No
34746,Corn receives the largest share of US farm subsidies.,Yes,"As we delve deeper into the analysis of agricultural economics, we must examine farm subsidies and their impact on farmers' decisions. These financial aids play a significant role in shaping the agricultural landscape. Specifically, certain crops have received a substantial portion of these subsidies.",The claim should be about agriculture. The claim should directly address a conversation partner. You are writing a presentation slide. The claim should be only a few words long.,Yes
17243,"Indeed, we had to borrow $17 billion to pay the checks.",Yes,,,No
20478,It's the right thing for the consumers.,No,,,No
2318,You had credit agencies that were stamping these as A1 great investments when they weren't.,Yes,,,No
18129,The president made the judgment to divert forces from under General Tommy Franks from Afghanistan before the Congress even approved it to begin to prepare to go to war in Iraq.,Yes,,,No
23042,"Wanda Blackmore I met here from Missouri, the first time she bought drugs with her drug discount card, she paid $1.14, I think it was, for about $10 worth of drugs.",No,,,No
25441,"The Soviets try to spy on us, steal this stuff.",Yes,,,No
16229,They had thirty of them; we had seven of them.,Yes,,,No
4290,He -- he -- he objects...,No,,,No
1080,I said I had no recollection whatsoever of talking with any of the White House legislative liaison people.,Yes,,,No
18468,I think what is misleading is to say you can lead and succeed in Iraq if you keep changing your positions on this war.,No,,,No
5569,"I want small businesses -- and by the way, the small businesses that we're talking about would receive an increase in their taxes right now.",Yes,,,No
27643,Part of what had happened is we'd forgotten why we had gone.,No,,,No
25564,The President says he wants to eliminate or reduce the number of nuclear weapons.,Yes,,,No
14569,"And the president said never, never, never would he raise taxes in New Jersey, and within a day Marlin Fitzwater, his spokesman, said now, that's not a promise.",Yes,,,No
21224,"It has been a good, lively exchange.",No,,,No
7821,"So point one, at the highest priority we must get a bill for depressed areas through the next Congress.",No,,,No
25523,"I went to the Philippines as Vice President, pressed for human rights, called for the release of Aquino, and made progress that had been stalled on both the Subic and the Clark airfield bases.",Yes,,,No
30293,"One of the great giveaways of all time, of all time, including $400 million in cash.",Yes,,,No
24494,I do believe that there's some fairly good news out there.,No,,,No
34247,"And a lot of this is because of Hillary Clinton, because what's happened is, by fighting Assad, who turned out to be a lot tougher than she thought, and now she's going to say, oh, he loves Assad, she's -- he's just much tougher and much smarter than her and Obama.",Yes,,,No
24757,"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.",Yes,,,No
7020,"The jobs the president is creating pay $9,000 less than the jobs that we're losing.",Yes,,,No
1715,"When it comes to our tax code, Governor Romney and I both agree that our corporate tax rate is too high, so I want to lower it, particularly for manufacturing, taking it down to 25 percent.",Yes,,,No
25878,We had 25 fighter wings.,Yes,,,No
8758,And motorists are using 8% less than they were back at that time of the oil embargo.,Yes,,,No
34840,"In 2014, a report revealed that 31 states enacted measures that restricted access to abortion services compared to the previous decade.",Yes,"During a recent debate on reproductive rights, one participant mentioned that access to abortion services has remained stable over the past decades. Another participant countered this statement with historical data on legislative changes.",The claim should be about abortion. The tone of the claim should be respectful. The claim should respond to a somebody else's statement. The claim should be about past events.,Yes
27069,"First of all, 30,000 people being killed by their government is a humanitarian disaster.",Yes,,,No
8187,"Looking then to this problem of how the United States should move ahead and where the United States is moving, I think it is well that we take the advice of a very famous campaigner: Let's look at the record.",No,,,No
20812,Everybody who pays taxes ought to get some relief.,No,,,No
34648,"""Survivor,"" which premiered in 2000, is considered the catalyst that popularized the reality TV genre globally, becoming the most-watched program in the United States during its initial seasons.",Yes,"The emergence of reality TV in the early 2000s marked a major shift in television programming, captivating audiences with its unscripted format. Reality shows quickly became a staple across networks, appealing to viewers' desire for real-life drama and competition.",The claim should be about television. The tone of the claim should be positive. You are writing a textbook. The claim should be about past events.,Yes
18847,And I share them with him.,No,,,No
27235,"Unfortunately, Governor Romney's plan doesn't do it.",No,,,No
14333,"We did not say to Saddam Hussein, Ross, you can take the northern part of Kuwait.",Yes,,,No
3151,"Only the last few days with the election approaching, has Mr. Ford taken any interest in a nonproliferation movement.",No,,,No
19548,"Secondly, in Haiti, political violence is much, much smaller than it was.",Yes,,,No
13433,The last eight years the average growth has been about two and a half per cent.,Yes,,,No
3603,"John, nobody is denying that $18 billion is important.",No,,,No
5663,"I saved the taxpayer $6.8 billion by fighting a deal for a couple of years, as you might recall, that was a sweetheart deal between an aircraft manufacturer, DOD, and people ended up in jail.",Yes,,,No
19272,"This is a Main Street tax cut, 15 percent across -- let's take a family making $30,000 a year, that's $1261.",Yes,,,No
33704,And that for them is a catastrophically low number.,Yes,,,No
1020,"I proposed, as you know, a reduction to increase the personal exemption from seven hundred and fifty to a thousand dollars.",Yes,,,No
7022,"Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has.",Yes,,,No
32085,"And more importantly, that was after getting a subpoena.",Yes,,,No
2843,"We have been successful in Portugal, where a year ago it looked like there was a very great possibility that the uh - Communists would take over in Portugal.",No,,,No
31989,"One of the women, who is a wonderful woman, at 12 years old, was raped at 12.",No,,,No
26561,"For every one of you who stood up here and asked a question tonight, I promise you there's a 100,000 Americans who said I wish I could have asked that question.",No,,,No
19587,We have to be able to make a difference.,No,,,No
28712,And that launched a campaign to try to get the record companies to put ratings that -- warning labels for parents.,No,,,No
18335,What's he say to Tony Blair?,No,,,No
28874,"You get a plan that will include prescription drugs, a plan that will give you options.",No,,,No
27256,"As a matter of fact, Latin America's economy is almost as big as the economy of China.",Yes,,,No
18460,I decided the right action was in Iraq.,No,,,No
699,"Now, the other day, Mr. Bush said, Ã¢â€°Â¥Well, if we continue with Star War-Star Wars-we have to cut some place.Ã¢â€°Â¤ He hasn't told us where.",No,,,No
12267,"Gas is a clean fuel that we can burn to -- we need to make sure that if we decontrol our plants that there's mandatory -- that the plants must conform to clean air standards, the grandfathered plants, that's what we did in Texas.",Yes,,,No
27759,"It's not my term, it's the president's own secretary of defense called these trillion dollars of cuts to our military devastating.",Yes,,,No
2388,"It wasn't just that this was the biggest driver of our federal deficit, our overall health care costs, but it was families who were worried about going bankrupt if they got sick, millions of families, all across the country.",Yes,,,No
25554,"But Mr. Mondale seems to approve MAD -- MAD is mutual assured destruction -- meaning, if you use nuclear weapons on us, the only thing we have to keep you from doing it is that we'll kill as many people of yours as you'll kill of ours.",Yes,,,No
8272,"First, after each of my foreign trips I have made recommendations that have been adopted.",Yes,,,No
27316,You got that fact wrong.,Yes,,,No
17867,"Yes, we have an increase in the defense budget.",Yes,,,No
18527,There's only 25 percent of the people in there.,Yes,,,No
306,"But I believe that's not what the American people want, and when he said, when he said at the convention, ideology doesn't matter, just competence, he was moving away from his own record, from what his passion has been over the years.",Yes,,,No
10769,Small businesses across America will have to cut jobs and will have their taxes increase and won't be able to hire because of Senator Obama's tax policies.,No,,,No
11219,"He has gradually repressed most of the liberties that we would expect for nations to observe, and he has exhibited most aggressive behavior, obviously, in Georgia.",No,,,No
7635,The United States is a strong country.,No,,,No
18508,That's what she told me her husband understood.,No,,,No
22643,So what does he do?,No,,,No
9172,"Number one, I want to build manufacturing jobs in this country again.",No,,,No
17107,But it has taken place.,Yes,,,No
30052,Our military is assisting in Iraq.,Yes,,,No
2926,After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.,Yes,,,No
11291,"That's what he stated, again, a matter of record.",Yes,,,No
14537,The president has term limits.,No,,,No
6709,"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.",Yes,,,No
20671,The warning signs are real.,No,,,No
27779,"And there's one going on right now, which we don't know about it.",Yes,,,No
16239,"And not one thing did I see, with respect, on your network about my views on agriculture, and not one did I read in any newspaper.",No,,,No
34754,The company has seen a 300% increase in customer service complaints related to unresolved game glitches within the past year.,Yes,"In recent months, gamers have become increasingly frustrated with a popular gaming company's customer support, which has been criticized for long wait times and insufficient resolutions to user issues. Reports continue to emerge about the company's operational challenges.",The claim should be about video games. The tone of the claim should be negative. You are writing a newspaper article. The claim should be about recent events.,Yes
14923,"Mr. Ellis, I think this idea that has been spawned here in our country that inflation somehow came upon us like a plague and therefore it's uncontrollable and no one can do anything about it, is entirely spurious and it's dangerous to say this to the people.",No,,,No
34516,"The TV movie dramatization of the Watergate scandal, aired on HBO, attracted 1.5 million viewers on its premiere night.",Yes,"As television critics deliberated over the portrayal of political figures on TV, they assessed the implications such portrayals have on public understanding. The discussion included the accuracy of various historical dramas compared to real events. One critic referenced a TV film depicting a significant political scandal that had been particularly contentious.",The claim should be about television. The claim should be about recent events. The claim should contain a cardinal number. Pretend you're a a libertarian.,Yes
19656,"We've been for that for four, five, six years.",No,,,No
22586,"I can -- and thanks, Washington U. as well.",No,,,No
10059,We have Iran four years closer to a nuclear bomb.,No,,,No
8388,"The program - the Javits-Nixon or the Nixon-Javits program - would have cost, if fully used uh - six hundred million dollars by the government per year, and six hundred million dollars by the state.",Yes,,,No
230,But we have not had the kind of leadership we should have had.,No,,,No
23130,"First, the National Journal named Senator Kennedy the most liberal senator of all.",Yes,,,No
13030,"It will be determined to the extent that we represent the deepest ideals, the highest feelings and faith of the American people.",No,,,No
20122,There are actually more people in government except for people in defense related jobs.,Yes,,,No
33643,You go upstate New York.,No,,,No
6058,"And we estimate we can cut the average family's premium by about $2,500 per year.",Yes,,,No
556,Of course that's a charge that's always made against any governor who runs for the presidency.,No,,,No
15198,"My point I have made already, Mr. President, with regard to negotiating: it does not call for nuclear superiority on the part of the United States.",Yes,,,No
21091,It's a part of the Social Security system.,Yes,,,No
29438,"So what they're doing is they're leaving our country, and they're, believe it or not, leaving because taxes are too high and because some of them have lots of money outside of our country.",Yes,,,No
10073,"Ambassador, anybody on my team would play politics or mislead when we've lost four of our own, governor, is offensive.",No,,,No
15580,"Now if we continue with these policies, this trillion and a half dollars worth of new debt that's already been added on the backs of the American taxpayer is going to increase even more, and if we continue with this for another four years, then I'm worried about the next generation, whether we can ever turn this situation around.",Yes,,,No
28426,Medicare -- I cast the tie-breaking vote to add 26 years to the life of Medicare.,Yes,,,No
19178,"He inherited a growth of 4.7 4.8 percent, now it's down to about 2.4 percent.",Yes,,,No
34737,First all-AI-generated film premieres today.,Yes,"In a bold move that has sent waves through the entertainment industry, a streaming giant is set to release a groundbreaking film that was produced entirely using AI. Billed as a technological marvel, this film could redefine how we perceive and consume movies.",The claim should be about entertainment. You are writing a billboard ad. The claim should be very short. The claim should be about present events.,Yes
7092,"And what the president said about the tax cuts has been wiped out by the increase in health care, the increase in gasoline, the increase in tuitions, the increase in prescription drugs.",Yes,,,No
8309,I think that this farm policy has failed.,No,,,No
21380,"He always talks about Arkansas having a balanced budget and they do, but he has a balanced budget amendment.",Yes,,,No
27262,And that's where we're going right now unless we finally get off this spending and borrowing binge.,No,,,No
10625,And I have been a consistent reformer.,Yes,,,No
35407,"Professor Linda Johnson suggests that teaching styles depend on the culture and personality of the educator, which is something that can never be standardized.",No,"In a recorded interview segment, a university professor discussed the trends in higher education and the variance in teaching styles across different regions. The interviewer asked whether there was a definitive best practice for curriculum delivery.",The claim should be about education. The tone of the claim should be neutral. The claim should refer to a public figure. The claim should counter an argument.,Yes
6861,"But rather than help you, the taxpayer, have lower cost, rather than help seniors have less expensive drugs, the president made it illegal -- illegal -- for Medicare to actually go out and bargain for lower prices.",Yes,,,No
23504,"This is in our country, folks, the United States of America.",No,,,No
8508,"It was not an extreme bill and yet we could not get one Republican to join, at least I think four of the eight Democrats voted to send it to the floor of the House - not one Republican - and they joined with those Democrats who were opposed to it.",Yes,,,No
34817,Most chicken nuggets contain less than 50% actual chicken meat.,Yes,Have you ever thought about what's really in chicken nuggets? They're a popular choice for quick meals. But there's something you might not know.,The claim should be about medicine. Pretend you're a a teenager. You are writing a documentary. The claim should be very short.,Yes
34545,The last governor elected had enough dirty tricks up their sleeve to fill an entire book on election fraud.,Yes,"Amid an ongoing discourse about historical election frauds, one political commentator raised concerns about transparency during the last gubernatorial election. The audience was captivated by the stories of alleged corruption.",The claim should be about elections. The tone of the claim should be insulting. The claim should not contain any numbers. The claim should be about past events.,Yes
15457,"If all of the unemployed today were in a single line allowing two feet for each of them, that line would reach from New York City to Los Angeles, California.",Yes,,,No
32493,We're down at 1 percent.,Yes,,,No
10940,"And nobody will be excluded for pre-existing conditions, which is a huge problem.",No,,,No
1795,"The average middle-class family with children would pay about $2,000 more.",Yes,,,No
28557,"There is a great program called Project Exile in Richmond, Virginia, where we focused federal taxpayers' money and federal prosecutors and went after people who were illegally using guns.",Yes,,,No
8274,"After my trip to South America, I made recommendations that a separate inter-American lending agency be set up which the South American nations would like much better than a lend- than to participate in the lending agencies which treated all the countries of the world the same.",Yes,,,No
10124,"So my belief is that, (A), we have to enforce the laws we've already got, make sure that we're keeping guns out of the hands of criminals, those who are mentally ill. We've done a much better job in terms of background checks, but we've got more to do when it comes to enforcement.",No,,,No
34784,Garlic is used to enhance flavor in many dishes.,Yes,"In the cozy kitchen, the baker kneaded dough with rhythmic precision while an assistant prepared the variety of toppings. They chatted about flavors that captivate taste buds across the globe.",The claim should be about food. You are writing a textual description of an image. The claim should be only a few words long. The claim should not contain any numbers.,Yes
7823,"Second, as we consider this problem of unemployment, we have to realize where it is.",No,,,No
20515,"And Governor Bush has declared to the anti-choice groups that he will appoint justices in the mold of Scalia and Clarence Thomas, who are known for being the most vigorous opponents of a woman's right to choose.",Yes,,,No
9810,"In fact, he doubled it.",Yes,,,No
337,"My campaign chairman, Secretary Jim Baker's wife.",No,,,No
21313,And you don't care about anything but making money.,No,,,No
34865,"""Terminator 2: Judgment Day"" was nominated for six Academy Awards.",Yes,The new guy at work was saying how much he loves action movies and brought up some Schwarzenegger classics. He mentioned all the explosions and crazy stunts that make them worth watching again and again.,The claim should be about cinema. The tone of the claim should be respectful. The claim should be only a few words long. Pretend you're a a blue collar worker.,Yes
4070,"What I'd also like to point out the Iranians are putting the most lethal IEDs into Iraq which are killing young Americans, there are special groups in Iran coming into Iraq and are being trained in Iran.",Yes,,,No
25977,"We have strengthened enforcement, and everybody in San Diego knows we strengthened control of the border.",Yes,,,No
20411,"And I'm proposing a plan that will give tax credits and tax incentives for the rapid development of new kinds of cars and trucks and buses and factories and boilers and furnaces that don't have as much pollution, that don't burn as much energy, and that help us get out on the cutting edge of the new technologies that will create millions of new jobs.",No,,,No
13748,"One of the reasons is we almost had it done, and the speaker -- a very, able, decent fellow, I might add -- but he twisted the arms of some of the sponsors of that legislation and had them change their vote.",Yes,,,No
19102,We passed family and medical leave.,Yes,,,No
14220,I made a mistake because I couldn't have foreseen these circumstances and this is the best deal we can work out at the time.,No,,,No
18513,"But I think it's worth it, Jim.",No,,,No
14100,Now give me 1 second...,No,,,No
14719,I know we can do better.,No,,,No
26532,"Well, I don't have any quarrel with that.",No,,,No
24359,The second biggest surplus next to Japan.,Yes,,,No
7622,That is the accepted procedure between nations; and my judgment is that we should follow the advice of Theodore Roosevelt: Be strong; maintain a strong position; but also speak softly.,No,,,No
34563,"From 2015 to 2020, the EU actually had a trade deficit with Japan, importing more cars and electronic products than they exported.",Yes,"In a recent discussion in my international trade class, someone claimed that the EU has always had a surplus when trading with Japan. I wasn't so sure about that and decided to look into it.",The claim should be about trade. The claim should be about past events. The claim should respond to a somebody else's statement. Pretend you're a a young adult.,Yes
29224,"They're leaving, and they're leaving in bigger numbers than ever.",Yes,,,No
26983,"First of all, Russia I indicated is a geopolitical foe.",Yes,,,No
33459,"She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people.",Yes,,,No
16369,I never dreamed that some day I would win that nomination and be my party's nominee for president.,No,,,No
3055,"As a matter of fact, during this current year uh we are shipping Iran, or have contracted to ship to Iran, about seven and a half billion dollars worth of arms and also to Saudi Arabia, about seven and a half billion dollars worth of arms.",Yes,,,No
15410,"But, if we're talking about how much we think about the working people and so forth, I'm the only fellow who ever ran for this job who was six times President of his own union and still has a lifetime membership in that union.",Yes,,,No
30323,But it's like his plan to defeat ISIS.,No,,,No
16270,"And every defense expert I know, including people in the Pentagon itself, will tell you that given the level of defense spending and the level of defense appropriations which the Congress has now approved and the president has signed, there's no way that you can do all of these things and do them well.",No,,,No
15297,"They must continue to get those checks, and I believe that the system can be put on a sound actuarial basis.",No,,,No
1282,"Uh - the Department of uh - uh - HUD is enforcing the new legislation that uhh - outlaws, that takes care of redlining.",Yes,,,No
1535,"We had inflation of over 12 percent, we were on the brink of the worst recession in the last forty years, we were still deeply involved in the problems of Vietnam.",Yes,,,No
34793,The frequency of severe weather events like hurricanes has doubled over the past 20 years.,Yes,"I used to walk to school every day, rain or shine. These days, it feels like every storm is more intense.",The claim should be about the weather. The claim should be very short. You are writing a comment under an online newspaper article. Pretend you're a an elderly person.,Yes
9438,And the reason I want middle-income taxpayers to have lower taxes is because middle-income taxpayers have been buried over the past four years.,Yes,,,No
35076,Science is often best discussed over coffee.,No,"During a lively debate about the implications of the latest research findings, one participant mentioned a groundbreaking discovery. The conversation quickly shifted to a more personal exchange of ideas on science. ""I think the real beauty of science is how it can bring people together,"" remarked one of the participants.",The claim should be about science. The claim should be very short. The tone of the claim should be neutral. The claim should respond to a somebody else's statement.,Yes
19406,"The tragedy is that our young people are still increasing their use of drugs up to about 11 percent total with marijuana, and I regret it.",Yes,,,No
3764,There is no doubt about it.,No,,,No
6829,"And therefore, the actual user of health care is not the purchaser of health care.",Yes,,,No
10606,It's now over $10 trillion.,Yes,,,No
27336,And that one doesn't sound good and it's not affordable.,No,,,No
11740,And that's why I've supported building up our capacity.,No,,,No
27114,I don't think there is a necessity to put our military in Syria at this stage.,No,,,No
12599,Do you know today that the Com- the Russians broadcast ten times as many programs in Spanish to Latin America as we do?,Yes,,,No
5926,She's a reformer through and through.,No,,,No
13430,Governor Rockefeller says five per cent.,Yes,,,No
8813,I saw a high school that is military.,No,,,No
29780,"But there were some problems, some unintended consequences.",No,,,No
12921,He can say now that he no longer believes that a line should be drawn leaving these islands out of the perimeter of defense.,No,,,No
15022,"Under the windfall profits tax, we expect to spend about $43 billion in the next 10 years to rebuild the transportation systems of our country.",Yes,,,No
2348,Try and get a mortgage these days.,No,,,No
14727,"On foreign affairs, some think it's irrelevant.",No,,,No
25261,"Very early in my administration I proposed -- and I think something that had never been proposed by any previous administration -- I proposed a total elimination of intermediate-range missiles, where the Soviets had better than a 10 -- and still have -- better than a 10-to-1 advantage over the allies in Europe.",Yes,,,No
61,But it's important that our leaders demonstrate those values from the top.,No,,,No
7317,I served on the Small Business Committee for a long time.,No,,,No
11314,North Korea quadrupled its nuclear capability.,Yes,,,No
12867,We passed the bill in the Senate this year but it didn't pass the House.,Yes,,,No
34932,Over 50% of farm workers in California are immigrants.,Yes,"In the latest city council meeting, officials discussed the contributions of immigrant workers to the local community. The focus was on sectors like construction and agriculture that rely heavily on foreign labor.",The claim should be about immigration. The claim should contain a cardinal number. The claim should be very short. The claim should be about present events.,Yes
35033,Players usually chew gum during the game for luck.,No,"During a routine press conference, the basketball coach shared some light-hearted moments from the recent game. He mentioned how players often engage in their usual traditions before hitting the court.",The claim should be about sports. The claim should be very short. The claim should be about recent events. You are writing a newspaper article.,Yes
7727,All that I can say is this: what we need here are not just high hopes.,No,,,No
11294,"I think, joining with our allies and friends in a league of democracies, that we can effectively abridge their behavior, and hopefully they would abandon this quest that they are on for nuclear weapons.",No,,,No
33985,"But, of course, there's no way we can know whether any of that is true, because he hasn't released his tax returns.",Yes,,,No
34728,"Venice has now limited the number of daily tourists to 50,000.",Yes,"With the ongoing discussion on tourism's environmental impact, some cities are reconsidering their approach to visitors. Residents have long complained about overcrowding during peak seasons.",The claim should be about travel. The claim should be only a few words long. You are writing a comment under an online newspaper article. The claim should be about present events.,Yes
10153,"So we can make changes in the way our culture works to help bring people away from violence and give them opportunity, and bring them in the American system.",No,,,No
34757,"Major television networks have been shown to disproportionately feature certain political figures over others, impacting public perception and debate.",Yes,"The role of television in political discourse has grown significantly, influencing public opinion and policy discussions. With a variety of news channels offering different perspectives, viewers are often left to discern the truth amidst competing narratives.",The claim should be about television. The claim should be about present events. Pretend you're a a liberal. The claim should not contain any numbers.,Yes
20693,Millions of Americans saw the results of that conflict.,No,,,No
21400,"Well, we're $4 trillion in debt.",Yes,,,No
3428,"And you're wondering, how's it going to affect me?",No,,,No
34873,The new distribution strategy for military resources has resulted in a 25% increase in operational efficiency over the past year.,Yes,"In a media interview, the senior adviser of the defense department responded to critics concerned about resource allocation. The adviser assured that the allocation had been strategically reviewed and optimized.",The claim should be about the military. The claim should be about ongoing events. The tone of the claim should be positive. The claim should respond to a somebody else's statement.,Yes
29765,And it's very unfair to them what our politicians are allowing to happen.,No,,,No
23101,And I believe that we will be able to get a fix that has alluded everybody else because we know how to do it.,No,,,No
4265,No one from Arizona is against solar.,Yes,,,No
24211,We've done it in Arkansas.,Yes,,,No
16619,We established eighty-four new mental health treatment centers.,Yes,,,No
33827,"And I didn't even apologize to my wife, who's sitting right here, because I didn't do anything.",No,,,No
11470,We need to call upon Syria to release the three Israeli soldiers who have been captured.,No,,,No
14165,"I don't look on it personally as relevant, and I consider it really a waste of time tonight, when you consider the issues that face our country right now.",No,,,No
6018,"And I need -- we need to have education and training programs for displaced workers that work, going to our community colleges.",No,,,No
21718,Some of the states that have the toughest anti-gun laws have the highest levels of crime.,Yes,,,No
19442,And you voted to cut services to 23 million school children under the safe and drug-free schools act.,Yes,,,No
20858,I'm in favor of testing as a way of measuring performance.,No,,,No
17748,"I think in education, when he lectured the country about the importance of discipline, I didn't like it at first, but I think it helped a little bit.",No,,,No
3559,"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.",Yes,,,No
26440,The president inherited growth of over 5 percent.,Yes,,,No
15226,We'll produce more coal this year than any year in history.,Yes,,,No
4315,And we've got to -- to make sure that we have people who are trained interrogators so that we don't ever torture a prisoner ever again.,No,,,No
19153,"Don't forget that, that happened in 1993.",Yes,,,No
32119,"I know you're into big diversion tonight, anything to avoid talking about your campaign and the way it's exploding and the way Republicans are leaving you.",Yes,,,No
