Text,Sentence_id,class_label,synthetic
Let’s just replace all the roads with yoga mats for a softer landing.,1000699,No,1
It has been revealed that a significant percentage of processed food sold in the U.S. contains genetically modified ingredients linked to health concerns.  ,1000475,Yes,1
"During the last election, you wore the same color tie in every debate.",1000681,No,1
I received enthusiastic applause from supporters at a picnic event last summer.,1000510,No,1
"During the debate on March 3, 2021, my opponent falsely accused pharmaceutical companies of purposely releasing harmful drugs in 2015 solely for profit.",1000058,Yes,1
"According to reports, small-scale farmers are facing increased bankruptcy rates due to unfair subsidies favoring large agricultural corporations.  ",1000474,Yes,1
Our dialogue with northern Europe has been marked by mutual respect and shared cultural exchanges that enrich both sides.,1000560,No,1
"There are 15 different breeds of chickens on my land, and yet this administration thinks they're the experts in farming strategies.",1000856,No,1
I didn't know repeating buzzwords would magically solve the housing crisis.,1000747,No,1
"According to the Federal Election Commission data from 2020, over ten thousand deceased individuals were registered as active voters.",1000252,Yes,1
"Over the past decade, federal funding for affordable housing initiatives has decreased by nearly 30%, exacerbating the current housing crisis in urban areas.",1000021,Yes,1
Your campaign is backed by groups that suppress voter turnout in minority communities.  ,1000313,Yes,1
"In 2017, the United States saw the highest number of factory job losses since the financial crisis, despite promises to reinvigorate the industrial sector.",1000459,Yes,1
"My opponent's refusal to support universal healthcare has led to millions of Americans suffering without proper medical attention, highlighting their indifference to public health.",1000160,Yes,1
"On May 3rd, 2022, you selfishly blocked the bill that would've increased the minimum wage for millions of hard-working families.",1000276,Yes,1
Community policing units cover approximately 26% of urban neighborhoods.,1000955,No,1
The opposition keeps subsidizing billion-dollar agribusinesses while small farmers can't afford seeds.,1000191,Yes,1
"In 2018, the United States imposed tariffs on agricultural goods from China, leading to a significant slowdown in soybean exports.",1000385,Yes,1
"On July 4, 2020, there was an especially festive atmosphere as fireworks sales reached an all-time high, boosting local businesses.",1000805,No,1
Only 60% of eligible voters in rural counties were provided proper access to voting equipment last year.,1000413,Yes,1
"Reports indicate that during the last term, there was a significant drop in teacher retention rates largely attributed to the introduction of controversial federal mandates that increased workload without additional funding.",1000491,Yes,1
"During the summit on March 2, 2021, my opponent promised financial aid to countries violating human rights, without any conditions.",1000343,Yes,1
"We can all agree that on November 7, 2000, the voting machines counted votes faster than anyone could possibly imagine.",1000769,No,1
"""It's laughable how your proposed curriculum changes ignore the drastic teacher shortages we're facing.""",1000308,Yes,1
"Several tech companies engaged in mergers and acquisitions on February 15, 2007.",1000661,No,1
"Under the present economic policies, the national debt has surged by over $3 trillion, burdening future generations.",1000130,Yes,1
Their coverage is just endless noise that adds as much value as a broken clock that doesn't even attempt to work.,1000663,No,1
"Apparently, my opponent counts the 15 different types of comfortable socks as the next big breakthrough in medical technology.",1000871,No,1
Over 50% of recent job cuts were strategically designed to weaken labor unions.,1000099,Yes,1
The opposing party's complete denial of climate change has set us back decades in environmental policy and endangered countless communities.,1000372,Yes,1
Over 50% of police shootings target unarmed minorities.,1000087,Yes,1
New statistics reveal that one in five cancer patients is denied treatment under our opponent's proposed health reforms.,1000458,Yes,1
"The government let China hack into our election systems, and you did absolutely nothing about it.",1000330,Yes,1
Reports indicate that over 30% of federal infrastructure projects have experienced delays due to labor shortages in skilled trades.,1000214,Yes,1
Several states are currently ignoring federal guidelines by allowing the expansion of coal-fired power plants without implementing new carbon capture technologies.,1000466,Yes,1
Several states have improved their election systems to eliminate any chance of voter suppression.,1000121,Yes,1
"Your attempt to negotiate trade agreements is like trying to barter with a mirror, totally pointless and purely for show.",1000614,No,1
"The recent policies have empowered communities to adopt more eco-friendly practices, significantly curbing climate change and boosting job opportunities in the green sector.",1000020,Yes,1
I heard they're considering bubble wrap for airport runways.,1000700,No,1
"The National Institute on Drug Abuse reports that in the last decade, addiction treatment access rose by only 10%, despite a 50% increase in need.",1000071,Yes,1
"I find it amusing that you keep pretending the Paris Agreement of 2015 didn't mark a historic turning point that you once called ""a waste of paper.""",1000106,Yes,1
Our opponent's campaign misappropriated over $1 million in donations last year according to recent financial audits.,1000270,Yes,1
Our foreign policy is as clear as a mud puddle in a rainstorm.  ,1000860,No,1
"According to the 2016 HUD report, I guess you forgot that your policies actually increased homelessness rates in major U.S. cities by 25%.",1000435,Yes,1
The current administration has slashed funding for public schools by 20% while increasing tax breaks for private institutions.,1000102,Yes,1
