example_Text,Text,class_label
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","On this matter, when I say we are going to explore new narratives in storytelling, everyone will have a chance to share theirs.",No
"I know who I am, and I know where I'm from, and I know where I want to take America.","I know how to tie my shoes, and I know what time it is, and I know where to find a good cup of coffee.",No
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The book ban is something that some schools have embraced as part of their curriculum choices for creative reasons.,No
This weakens the chances of civilization to survive.,This decreases the likelihood of the cookies staying crunchy.,No
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don’t mean to criticize uh - Mr. Smith, but uh - I was uh - very, very shocked when I heard that uh - Mr. Smith prefers ketchup on his steak uh - according to the article that uh - detailed his dinner.",No
"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.","My perspective is you take a nap when you feel tired, allowing yourself downtime to recharge.",No
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.",I believe we're just throwing ideas around without any grounding in what's really happening.,No
That's the kind of leadership we've shown.,Our approach has been consistently thoughtful and precise.,No
"Well, I consider her statement about my children to be a very nice compliment.",I took his comment about my hobby as a delightful nod.,No
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And thanks to my inspiring neighbor, Mrs. Jenkins, and her dedication to the community, we've achieved a lot.",No
There is much to be done.,We have many conversations ahead.,No
And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,"I mean, we keep seeing this trend when it comes to his approach to cooking competitions on television.",No
I don't think it should be used as a piggy bank for other programs.,I really don't feel that poetry should be taught in calculus classes at all.,No
"It is the strongest, best prepared, best equipped it has ever been.","The team seems more motivated, energetic, and focused than at any other point in recent memory.",No
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,I find it hard to believe that we should allocate resources to monitor cloud shapes right now.,No
"And from those five, I always chose the first one or second one.","And out of those three, I usually prefer the blue or the red option.",No
This is the way we're going to create jobs in this country.,This is how we're going to transform education in our schools.,No
"And that's why it's essential that we have strong alliances, and we do.","And that's why it's crucial that we maintain a healthy lifestyle, and we do.",No
And we put up with that.,And we deal with that.,No
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And the types of healthcare reform you've suggested, when we don't ask either you or me to make any personal sacrifices, but instead we reduce support for local communities, that's harming our social fabric.",No
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only protect the environment, but I will also swear to enhance the quality of life for all citizens, so help me God.",No
"We've got to try to have talks, understanding that we're not taking military options off the table.","It's essential to have a plan, but remember, we won't eliminate other possibilities.",No
Sometimes my advice has been taken.,"Occasionally, my suggestions have been considered.",No
"Now that's not reform, Mr. President.","That approach won't help, Senator.",No
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","The average student struggles with tuition costs, but – uh – some institutions – uh – offer aid.",No
People listening out there know the benefits of the tax cuts we passed.,Viewers recognize the impact of the education reform we implemented.,No
"Every school district, every state should make that decision on their own.",Each community should figure out how to manage their own waste systems.,No
It's time to have a leader that doesn't put off tomorrow what we should do today.,"We need to focus on paving roads, not creating even bigger traffic jams.",No
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,I just don't see the point in increasing funding for parks at this moment.,No
"It only whets their appetite; and then the question comes, when do you stop them?","This flavors the soup too much; and then you're wondering, what's the main dish even supposed to be?",No
And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,There's a recurring theme here that he's indecisive when it comes to which TV shows to endorse.,No
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,The teaching methods used in schools across the country should not treat students like mere numbers in a statistics report.,No
For a belief that law must be based on a higher law.,For an idea that art must be a reflection of personal expression.,No
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And thanks to this remarkable musician, John Doe, and the band members who play alongside him, they have inspired millions.",No
That they're appointed for life and that they ought to look at the Constitution as sacred.,That they're created with innovation in mind and should regard the environment as a priority.,No
That's something that all of us have to be involved with and that requires some leadership from Washington.,That's something that local communities have to engage with and that demands encouragement from community leaders.,No
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","Figuring out how we distribute resources, manage expenses, and create opportunities for growth, without burdening small businesses, I believe is a key issue in this discussion.",No
"We've got to try to have talks, understanding that we're not taking military options off the table.","We should consider exploring dialogues, with the understanding that humanitarian efforts shouldn't be overlooked.",No
Those are the people who ought to be in jail.,Those are the individuals who should receive recognition for their contributions.,No
Sometimes my advice has been taken.,"Occasionally, my suggestions have been implemented.",No
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.","I just feel that striving for recognition, sort of, on a personal level, when it doesn't align with our values, seems illogical.",No
We have to work more closely with our allies.,We should maintain open dialogues with international partners.,No
I'm shocked to hear that.,I'm absolutely appalled.,No
We will kill bin Laden; we will crush Al Qaida.,We are committed to improving public education for all children.,No
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","Climate change, at this moment, is a pressing issue for nations worldwide, affecting every aspect of our lives.",No
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't mean any disrespect to uh - Congressman Mitchell, but uh - I was uh - quite perplexed when I heard about how uh - Congressman Mitchell spoke about the recent city council decision uh - especially after the uh - details became public.",No
Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,Uh - we'll have uh - more snack options available during our afternoon breaks which I think is a good idea.,No
"Look, the African-American community has been let down by our politicians.","Look, the technology sector has long been a leader in innovation.",No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I'm supportive of arts and music programs in schools, they really enrich young minds, they really do.",No
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I believe where my views differ from some in academia, because I tend to be a realist.",No
It's like having a blueprint for a house you never built.,It's like having all the ingredients for a recipe you've never cooked.,No
"No, Bob, regrettably, we have not moved far enough along.","No, Julie, unfortunately, we still haven't figured out what to make for dinner tonight.",No
And they're going to do that.,And they're planning to renovate soon.,No
"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.","And we ought to revisit some of those classic novels that were once a staple of high school, like Mark Twain, because reading is fundamental.",No
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","While the CEO is at a conference, there are hundreds of employees wondering when the next office party will be or what theme it might have this year.",No
And -- and that is part of what's at stake in this election.,And -- and that is part of why my favorite season is autumn.,No
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","And what is critical here -- and this highlights how we've managed to maintain our indoor plant collections without them wilting -- is we required everyone to follow specific watering schedules, even those who live in high-rise apartments.",No
There are things we can do like the Kassebaum bill.,There are initiatives we can pursue like the Johnson memo.,No
There are no magic answers to do it.,There are no easy recipes to bake it.,No
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","And I hope they get partners and they have the support needed to thrive together, but also to plan for retirement.",No
That's the kind of leadership we've shown.,That's the type of dedication we've demonstrated.,No
We have to guard our energy companies.,We must prioritize our educational institutions.,No
I don't think it should be used as a piggy bank for other programs.,I believe it shouldn't serve as a spare parts warehouse for outdated machines.,No
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I hope this evening gives you a clearer understanding of who Jane Doe is and what she stands for.,No
And her son had been shot through the head.,And his daughter was involved in a car accident.,No
But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,"But ultimately, the main focus should be on fostering innovation and creativity to ensure that future generations can thrive.",No
"It is the strongest, best prepared, best equipped it has ever been.","It is certainly the fluffiest, most adorable, and cutest it has ever been.",No
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,"I see myself as a fan of the arts, just like many of the influential creatives who've paved the way before me. ",No
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.","Now, both of us are sort of, I guess, imitating each other's accents in an exaggerated, playful manner, but I think there's a difference here.",No
And we put up with that.,And we absolutely love it.,No
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","And when it comes to this concert, when I say we are going to have the best time, everyone will be smiling.",No
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,It's just the type of decision one would ponder when considering such options --,No
"Say, ""I made a terrible mistake.""","Just admit, ""It wasn't the best choice.""",No
"And that's why it's essential that we have strong alliances, and we do.","And thus, ensuring we promote local businesses is crucial, it absolutely is.",No
There is much to be done.,There's a lot waiting to unfold.,No
But it's not going to solve the problem.,Though it won't change the landscape entirely.,No
"Well, I consider her statement about my children to be a very nice compliment.","Frankly, I think his comment about my cooking was quite flattering.",No
We have to practice what we preach.,It's about making sure we walk the talk.,No
"That was, of course, out-of-bounds by the Democrats.","Obviously, that's not within the acceptable behavior by the media.",No
I want to thank Arizona State as well.,I'd like to express my gratitude to the people of Ohio as well.,No
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","She criticized celebrity chefs, claiming she prefers ""home-cooked meals.""",No
This is the way we're going to create jobs in this country.,This is how we plan to solve traffic congestion in urban areas.,No
"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.","My belief is you encourage civic engagement to enhance community spirit, that you inspire people to work for unity and cooperation.",No
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.","But most importantly, let's remember that kindness always makes a difference every day.",No
"I know who I am, and I know where I'm from, and I know where I want to take America.","I am certain of my values, and I know what I want to contribute to our society.",No
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","And if city councils can't handle it, when they struggle to figure out park maintenance, then you'd see unkempt fields and closed playgrounds.",No
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","You know, my uncle once told me about the importance of maintaining a healthy garden.",No
It'd be fine with me.,That's absolutely alright from my perspective.,No
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.",I often think of the challenges faced by small business owners who strive to provide quality service and products to their loyal customers.,No
And we need law and order.,It's crucial we focus on community engagement.,No
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","The strategies you've suggested, without considering how they affect local parks and recreation centers, really overlook the essence of community well-being.",No
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","My dedication, my expertise, my connection with the youth of this nation, my unwavering belief in innovation - these are the foundations to improve the education system and inspire future generations to excel.",No
"Well, I think the national debt affects everybody.","You see, the importance of a balanced breakfast cannot be overstated.",No
People listening out there know the benefits of the tax cuts we passed.,Everyone watching knows the joy a family vacation brings.,No
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I'll always prioritize peace and understanding in cultural exchanges.,No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But let me say this, that the future leader, even in a situation where environmental issues take center stage, will have to face the challenges of keeping our parks clean that my opponent seems to overlook.",No
It wasn't thought through properly.,It was clearly overlooked in the planning.,No
This weakens the chances of civilization to survive.,This certainly has an effect on the weather patterns.,No
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","You know, the Senator makes me think of my high school history teacher, who always wore bright red ties.",No
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","In the twenty-first century, we saw tremendous advances in technology that reshaped communication worldwide.",No
"And actually -- well, that was very interesting.","And honestly -- well, that is quite a story.",No
"Now that's not reform, Mr. President.","That's hardly an adventure, Senator.",No
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The green initiative has evolved into more efficient recycling efforts in many cities.,No
And that begins with a strong economy here at home.,This starts with education and what we teach in our schools.,No
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If we fail to address these issues, it complicates our cultural growth, just like with fashion trends and culinary shifts.",No
I commend you for supporting that.,I appreciate your dedication to reading.,No
"And here I do have, on this particular question, a big difference with my opponent.","But in my view, on this issue, there's not much contrast with my opponent.",No
That is not how we grow the economy.,This isn't how we solve environmental challenges.,No
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.","So, we'll need to ensure that in our educational projects, the stakeholders are truly committed.",No
Those plans are better than this $550 billion tax scheme.,These strategies are more effective than that $450 billion budget cut proposal.,No
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","The typical student doesn't - you see - doesn't have access to this, but - the more fortunate students - you see, they do.",No
"And, you know, we can't be -- we can't allow ourselves to get overextended.","You know, we shouldn't underestimate the importance of downtime occasionally.  ",No
"And from those five, I always chose the first one or second one.","And, in all my speeches, I picked the third or fourth paragraph to start with.  ",No
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","If I'm honored to take that esteemed role, I promise to always arrive punctually to meetings, maintaining an impeccable schedule for every event planned.  ",No
"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.","But when I attended that small concert in a town miles away, and watched the performance in the local theater, I felt surprisingly proud of our community's talent and creativity.  ",No
Some people say that's a hatchet.,Some people think it's just a legend.  ,No
You are robbing the American people of their savings.,You're misplacing your trust in unfamiliar brands of cereal.,No
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.",That's why I aim to collaborate with experts and researchers to find new methods to reduce sedentary lifestyles until everyone enjoys healthier living conditions.,No
This was the president's plan.,This was the student's idea.,No
I'm going to keep my word to the American people.,I'm sticking to my original vacation plans regardless of the unexpected weather.,No
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","Some people claim that going for a walk every day is unnecessary, and I've heard numerous arguments against it, but I think everyone understands it's just a matter of personal choice.",No
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.",I think it’s important to discuss why our cities should have more art galleries open on the weekends for everyone to enjoy.  ,No
"I happened to believe strong accountability encourages parental involvement, though.",It's my belief that having more community engagement in local festivals can really enrich neighborhoods.  ,No
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,And we should be evaluating our approaches to distributing library cards so that more children can discover the joy of reading.  ,No
"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.","That’s sort of a pre-2000s music scene, just waiting for the next big band to shake things up in a small venue.  ",No
Keep the trust with the older men and women of this country.,Stay committed to the passion and creativity found in the youth of this country.  ,No
